"","observed","chao1","diversity_inverse_simpson","diversity_gini_simpson","diversity_shannon","diversity_fisher","diversity_coverage","evenness_camargo","evenness_pielou","evenness_simpson","evenness_evar","evenness_bulla","dominance_dbp","dominance_dmn","dominance_absolute","dominance_relative","dominance_simpson","dominance_core_abundance","dominance_gini","rarity_log_modulo_skewness","rarity_low_abundance","rarity_rare_abundance"
"AY12",99,183.176470588235,5.87047386465035,0.829656,3.01409631277892,37.0126351988322,3,0.990141414141414,0.655934210876053,0.059297715804549,0.532208259625424,0.406816326530612,0.392,0.478,196,0.392,0.170344,0.268,0.994638931297709,2.06040930554852,0,0.276
"AY2",85,109.166666666667,15.7015450320312,0.936312,3.54687868703293,29.4061474573189,8,1,0.798369820690125,0.184724059200367,0.464837654827841,0.48547619047619,0.204,0.288,102,0.204,0.063688,0.402,0.994184732824429,2.04612586543796,0,0.44
"AY3",41,52.375,5.68957669549386,0.82424,2.35710763551459,10.5750911470184,2,1,0.634727855869096,0.138770163304728,0.330445344558604,0.3509,0.304,0.552,152,0.304,0.17576,0.512,0.998179389312977,2.04118324997903,0,0.218
"AY4",101,171.833333333333,17.5833450555634,0.943128,3.58583133751017,38.1684992986113,6,1,0.776974582662562,0.174092525302608,0.477678757383347,0.45058,0.15,0.25,75,0.15,0.056872,0.598,0.993656488549618,2.05746884163201,0,0.284
"AY5",55,89.3636363636364,3.23557580306991,0.690936,2.11353752270318,15.7705219969817,1,1,0.527417468178546,0.0588286509649075,0.399463301877809,0.304814814814815,0.536,0.662,268,0.536,0.309064,0.138,0.997980916030534,2.05103752885707,0,0.244
"AY6",88,128.071428571429,22.8477426430269,0.956232,3.72244447837554,30.9663002914233,10,0.988181818181818,0.831397018499568,0.259633439125305,0.455982678712818,0.515126436781609,0.136,0.218,68,0.136,0.043768,0.362,0.993564885496184,2.04067469214153,0,0.35
"AY7",86,119,22.069209039548,0.954688,3.64635430451054,29.9220571112843,8,0.996046511627907,0.818605748944955,0.256618709762186,0.441781443889599,0.484941176470588,0.114,0.22,57,0.114,0.045312,0.352,0.994074045801527,2.05266802623711,0,0.368
"AY8",59,101.272727272727,2.08340278009267,0.520016,1.74409499210326,17.388945567756,1,1,0.427732428235572,0.0353119115269944,0.485440342438926,0.287724137931034,0.69,0.728,345,0.69,0.479984,0.14,0.997935877862595,2.05932619837646,0,0.108
"AY9",84,175.111111111111,12.352999308232,0.919048,3.33500988889492,28.8943534071839,5,0.996095238095238,0.752685123376245,0.147059515574191,0.437186586583651,0.443759036144578,0.228,0.32,114,0.228,0.080952,0.264,0.995029770992366,2.05626767860647,0,0.562
"AZ1",30,51,5.90765159033981,0.830728,2.10842782165478,7.00661746431841,3,1,0.619907516400709,0.196921719677994,0.231119415652376,0.302758620689655,0.238,0.444,119,0.238,0.169272,0.672,0.998726717557252,2.00815972970422,0,0.0740000000000001
"AZ10",38,66.5,2.1485415699823,0.534568,1.5253721669392,9.55660713257044,1,1,0.419336367569075,0.0565405676311131,0.350799961807784,0.238918918918919,0.672,0.768,336,0.672,0.465432,0.72,0.998903053435114,2.05706139558356,0,0.16
"AZ11",29,47.3333333333333,3.75521975546009,0.733704,1.91453364897836,6.7051154650831,2,1,0.568567107151392,0.129490336395176,0.276577559541219,0.324642857142857,0.436,0.698,218,0.436,0.266296,0.574,0.998829007633588,2.02406408111434,0,0.124
"AZ12",37,114,2.02350503448053,0.505808,1.45471676531995,9.22460118343268,1,1,0.402866196494253,0.0546893252562304,0.330254355776511,0.241611111111111,0.696,0.766,348,0.696,0.494192,0.802,0.998977099236641,2.03836183405309,0,0.176
"AZ2",54,81.2727272727273,4.98842684970868,0.799536,2.45376184237704,15.3752619859277,2,1,0.615134533939908,0.0923782749946051,0.364841679408827,0.347094339622642,0.406,0.558,203,0.406,0.200464,0.568,0.99771679389313,2.03786426954888,0,0.228
"AZ3",39,73.2,1.80638448532493,0.446408,1.3619019770757,9.89236318240489,1,1,0.371742612415019,0.0463175509057675,0.392417227552472,0.227473684210526,0.74,0.804,370,0.74,0.553592,0.792,0.998881679389313,2.05844221497852,0,0.164
"AZ4",56,69.1538461538462,4.19111483654652,0.7614,2.5133039544043,16.1695142712059,2,1,0.624368787499731,0.0748413363669022,0.413004887340512,0.405672727272727,0.476,0.528,238,0.476,0.2386,0.66,0.997232061068702,2.0410077028628,0,0.288
"AZ5",63,88.2,3.71669838249286,0.730944,2.43247189801798,19.0675302543724,1,1,0.587109051154738,0.0589952124205216,0.42873761219156,0.376838709677419,0.508,0.57,254,0.508,0.269056,0.674,0.997158015267176,2.04568639608943,0,0.21
"AZ6",47,75.875,4.08163265306122,0.755,2.19314758654538,12.7125915328151,2,1,0.56962688536182,0.0868432479374728,0.346869597244275,0.319739130434783,0.45,0.632,225,0.45,0.245,0.56,0.998217557251909,2.03886139459037,0,0.186
"AZ7",50,85,6.3403499873193,0.84228,2.61974612677058,13.8314503561302,2,1,0.669665317186411,0.126806999746386,0.405109495267327,0.408163265306122,0.278,0.54,139,0.278,0.15772,0.476,0.99734427480916,2.05572427415871,0,0.448
"AZ8",36,51.1666666666667,7.54830917874396,0.86752,2.45348115913429,8.8963555969873,3,1,0.684656953478061,0.20967525496511,0.271177098672109,0.356571428571429,0.25,0.406,125,0.25,0.13248,0.818,0.998263358778626,2.04299916766437,0,0.116
"AZ9",34,60.25,3.01437252821453,0.668256,1.81234052655006,8.25119379193406,1,1,0.513940793602585,0.0886580155357214,0.302814902964448,0.292848484848485,0.544,0.714,272,0.544,0.331744,0.814,0.998828244274809,2.05100282475938,0,0.15
"BA1",34,84.6,1.39774125013977,0.28456,0.872070590329892,8.25119379193406,1,1,0.247300462968067,0.0411100367688169,0.387722491141938,0.139515151515152,0.844,0.894,422,0.844,0.71544,0.882,0.999293129770992,2.05886253782127,0,0.098
"BA10",36,57,5.40961613363916,0.815144,2.28067590939261,8.8963555969873,3,1,0.636434730375721,0.15026711482331,0.281754360403353,0.353142857142857,0.366,0.498,183,0.366,0.184856,0.84,0.998390839694656,2.01162178569647,0,0.13
"BA11",41,68.2,3.87969831465905,0.742248,2.12740311848898,10.5750911470184,2,1,0.572872447410718,0.0946267881624159,0.331416662515665,0.3263,0.468,0.64,234,0.468,0.257752,0.742,0.998396183206107,2.04118324997903,0,0.212
"BA12",38,59.1111111111111,3.0834505044525,0.675688,1.71451774002777,9.55660713257044,2,1,0.471333918907568,0.0811434343276974,0.323683205474279,0.236864864864865,0.488,0.774,244,0.488,0.324312,0.864,0.998867938931298,2.05334185888451,0,0.114
"BA2",37,64.1428571428571,1.53195661498866,0.34724,1.08348086692862,9.22460118343268,1,1,0.300056908836013,0.0414042328375314,0.402680466788437,0.181944444444444,0.806,0.85,403,0.806,0.65276,0.862,0.999103053435114,2.05927915271427,0,0.12
"BA3",42,77,5.69061276518256,0.824272,2.36457574768772,10.9220489157017,2,1,0.632633696707982,0.135490780123394,0.291285376907822,0.340780487804878,0.352,0.524,176,0.352,0.175728,0.68,0.998249618320611,2.04443003756034,0,0.27
"BA4",34,47.125,3.8127192313558,0.73772,1.93205709192402,8.25119379193406,2,1,0.547889836684899,0.112138800922229,0.278998240542925,0.275151515151515,0.462,0.626,231,0.462,0.26228,0.804,0.998819083969466,2.04298463100821,0,0.1
"BA5",38,57.0909090909091,1.66002656042497,0.3976,1.17110311394687,9.55660713257044,1,1,0.321945120341824,0.0436849094848675,0.387612994142063,0.179351351351351,0.772,0.828,386,0.772,0.6024,0.872,0.999080916030534,2.05612192503403,0,0.108
"BA6",40,51.6666666666667,3.69101753971535,0.729072,1.98933875825898,10.2318604091337,2,1,0.539279958319162,0.0922754384928837,0.346391583149365,0.29025641025641,0.446,0.702,223,0.446,0.270928,0.834,0.998545801526717,2.05422682411132,0,0.106
"BA7",55,80.0909090909091,2.88184438040346,0.653,2.11829562845907,15.7705219969817,1,1,0.528604817853742,0.0523971705527902,0.42045826930216,0.343518518518519,0.582,0.626,291,0.582,0.347,0.666,0.997777099236641,2.04670915115619,0,0.254
"BA8",58,77.25,2.74231056118643,0.635344,2.10431793358998,16.9787193852669,1,0.998034482758621,0.518248360615903,0.0472812165721799,0.467063222699595,0.340070175438597,0.598,0.642,299,0.598,0.364656,0.7,0.997574809160305,2.05637945167492,0,0.204
"BA9",27,44,1.35367821444429,0.261272,0.725542300077281,6.11385018962284,1,1,0.220139020702467,0.0501362301646033,0.341272137331391,0.109076923076923,0.856,0.932,428,0.856,0.738728,0.878,0.99947786259542,2.05725093531302,0,0.11
"BB1",23,39.5,2.99365345467609,0.66596,1.49309160426863,4.97915920071674,1,1,0.476190195690147,0.130158845855482,0.221655433452385,0.216363636363636,0.502,0.756,251,0.502,0.33404,0.842,0.999293893129771,2.03501017573667,0,0.146
"BB10",43,44.25,14.745782706146,0.932184,3.13016531239717,11.2727283541363,6,1,0.832225145196768,0.342925179212699,0.412892871454088,0.547809523809524,0.156,0.294,78,0.156,0.067816,0.578,0.996616793893129,1.97174497476082,0,0.244
"BB11",49,55.1111111111111,14.2775556824672,0.92996,3.09886155136057,13.4547867383819,5,1,0.796249907238775,0.291378687397289,0.367757878546033,0.465583333333333,0.162,0.274,81,0.162,0.07004,0.56,0.996739694656489,2.03531954626033,0,0.25
"BB12",47,53.1111111111111,13.9664804469274,0.9284,3.04948346332008,12.7125915328151,6,1,0.79204326139747,0.297159158445263,0.348339778333402,0.443478260869565,0.164,0.282,82,0.164,0.0716,0.612,0.996906870229008,2.01726124994986,0,0.17
"BB2",29,40.25,7.03314015641704,0.857816,2.26898758415116,6.7051154650831,3,1,0.673830782536346,0.242522074359208,0.244779116943651,0.324071428571429,0.23,0.418,115,0.23,0.142184,0.51,0.99856717557252,2.03918496254755,0,0.0679999999999999
"BB3",53,61.2727272727273,8.41014600013456,0.881096,2.92560160158848,14.983729049146,4,1,0.736873173381102,0.158682000002539,0.393025388928614,0.456423076923077,0.302,0.402,151,0.302,0.118904,0.374,0.996833587786258,2.04674483208067,0,0.22
"BB4",27,32.25,6.84481436863432,0.853904,2.318850024166,6.11385018962284,3,1,0.703569417553493,0.253511643282753,0.25451496533162,0.385538461538461,0.264,0.48,132,0.264,0.146096,0.552,0.998507633587786,2.00938212432176,0,0.072
"BB5",69,100.5,17.2532781228433,0.94204,3.34634095835011,21.6994467219274,6,1,0.790329897161718,0.250047509026715,0.379064293181548,0.440264705882353,0.134,0.252,67,0.134,0.05796,0.372,0.995709160305344,2.03570762718817,0,0.348
"BB6",54,61.5833333333333,12.8310408540341,0.922064,3.09790631691741,15.3752619859277,5,1,0.776615368914712,0.237611867667298,0.379069718130079,0.46377358490566,0.174,0.322,87,0.174,0.077936,0.594,0.996610687022901,2.04753209393198,0,0.26
"BB7",24,43.5,3.18576853480134,0.686104,1.53639934942004,5.25676062752235,2,1,0.483440316444178,0.132740355616722,0.225260298104008,0.208,0.48,0.69,240,0.48,0.313896,0.944,0.999245801526718,2.03763309065349,0,0.03
"BB8",51,54.75,14.4893937637649,0.930984,3.15129430943551,14.2118268069773,5,1,0.801483739056864,0.284105760073822,0.395538521458392,0.48968,0.138,0.276,69,0.138,0.069016,0.606,0.996469465648856,2.04658425125697,0,0.256
"BB9",35,43.6666666666667,6.08983727954789,0.835792,2.25136533086269,8.57188206196835,3,1,0.633233453356896,0.173995350844225,0.2754828115375,0.306176470588235,0.278,0.492,139,0.278,0.164208,0.802,0.998525954198473,2.04756898783429,0,0.072
"BC1",30,37.2,5.91072441838472,0.830816,2.31295977316411,7.00661746431841,3,1,0.680042794821208,0.197024147279491,0.266297341372604,0.412413793103448,0.346,0.488,173,0.346,0.169184,0.736,0.998458778625954,1.97936261181561,0,0.108
"BC10",33,39.6,1.58655615774176,0.369704,1.14486662566527,7.9343056342081,1,1,0.327431474275177,0.0480774593255079,0.390881408471017,0.2065625,0.792,0.83,396,0.792,0.630296,0.124,0.999104580152672,2.0586963789505,0,0.0559999999999999
"BC11",27,29,2.79323367075596,0.641992,1.64914886878046,6.11385018962284,1,1,0.500373330303751,0.103453098916887,0.332966071065219,0.255538461538461,0.558,0.758,279,0.558,0.358008,0.336,0.999001526717557,2.05477143680387,0,0.082
"BC12",51,54.5,14.5450314172679,0.931248,3.25356217197385,14.2118268069773,7,1,0.827494013186818,0.285196694456233,0.45419348005681,0.53864,0.202,0.274,101,0.202,0.068752,0.444,0.995997709923664,2.03171910909768,0,0.226
"BC2",55,61.1111111111111,13.1967905405405,0.924224,3.20953515599971,15.7705219969817,5,1,0.800915473619027,0.239941646191646,0.428460119975882,0.515185185185185,0.21,0.314,105,0.21,0.075776,0.362,0.996090839694658,2.0479629798484,0,0.25
"BC3",36,46.5,1.5625,0.36,1.12412417894975,8.8963555969873,1,1,0.313692824917526,0.0434027777777778,0.412530177950236,0.191085714285714,0.798,0.842,399,0.798,0.64,0.098,0.999065648854962,2.05915235194552,0,0.08
"BC4",36,49.2,8.57280021946369,0.883352,2.58042864354111,8.8963555969873,3,1,0.720082323508758,0.238133339429547,0.285832218321986,0.383085714285714,0.22,0.398,110,0.22,0.116648,0.642,0.998048091603053,2.04632299481583,0,0.114
"BC5",54,62.2727272727273,12.1630826116571,0.917784,3.08111650279766,15.3752619859277,5,1,0.772406323723314,0.225242270586243,0.383848532454401,0.452075471698113,0.196,0.344,98,0.196,0.082216,0.664,0.996616030534351,2.03114482281477,0,0.182
"BC6",28,58.3333333333333,1.52299725860493,0.3434,1.01701239016226,6.40751711355849,1,1,0.305207074492791,0.0543927592358905,0.329443278303175,0.18637037037037,0.808,0.856,404,0.808,0.6566,0.132,0.999310687022901,2.05756190026306,0,0.0479999999999999
"BC7",57,65.5714285714286,9.18105031215571,0.89108,2.99909658436669,16.5722446054023,5,0.998035087719298,0.741790391882169,0.161071058107995,0.389837330335846,0.436178571428571,0.288,0.37,144,0.288,0.10892,0.318,0.996637404580152,2.03673057860482,0,0.328
"BC8",50,61.375,4.38043173535184,0.771712,2.49501561948526,13.8314503561302,2,1,0.637781428182629,0.0876086347070367,0.409497364163072,0.402040816326531,0.462,0.532,231,0.462,0.228288,0.29,0.997431297709924,2.03332699954016,0,0.212
"BC9",47,68.8571428571429,3.26626600470342,0.69384,2.14846648592461,12.7125915328151,1,1,0.558021849596197,0.0694950213766686,0.381712566102164,0.351130434782609,0.54,0.618,270,0.54,0.30616,0.198,0.998056488549619,2.04662599128328,0,0.202
"BD1",26,31.1428571428571,1.93939770065009,0.484376,1.34729312819367,5.82414534638328,1,1,0.413521549306772,0.0745922192557725,0.290668026371791,0.27552,0.712,0.768,356,0.712,0.515624,0.924,0.999193129770992,2.01925434293333,0,0.0640000000000001
"BD10",18,32,1.58237863155896,0.36804,0.962979663602494,3.65403978254341,1,1,0.333168098868855,0.0879099239754977,0.235788573990591,0.202823529411765,0.79,0.864,395,0.79,0.63196,0.916,0.999503816793893,2.02429899680779,0,0.082
"BD11",20,31.25,1.43994286306719,0.305528,0.826613706548802,4.17128013640499,1,1,0.275930434053157,0.0719971431533597,0.258467925847196,0.162105263157895,0.83,0.896,415,0.83,0.694472,0.918,0.999538167938931,2.05345763157611,0,0.0740000000000001
"BD12",18,19.5,1.67177114121785,0.401832,1.05940275246868,3.65403978254341,1,1,0.366528198171919,0.0928761745121029,0.26822301858883,0.234588235294118,0.768,0.834,384,0.768,0.598168,0.924,0.999448091603053,2.01220385149037,0,0.0639999999999999
"BD2",34,47.125,1.58611326117575,0.369528,1.14117593374063,8.25119379193406,1,1,0.32361295045544,0.046650390034581,0.383491616413165,0.203393939393939,0.792,0.832,396,0.792,0.630472,0.862,0.999110687022901,2.0546960350316,0,0.122
"BD3",16,28,1.26270279006808,0.208048,0.560763447760643,3.1545409769796,1,1,0.202252661299019,0.0789189243792553,0.231712733896081,0.119466666666667,0.888,0.942,444,0.888,0.791952,0.93,0.999664122137404,2.04840305497902,0,0.0679999999999999
"BD4",18,25,1.49009977708107,0.328904,0.884034547444279,3.65403978254341,1,1,0.30585496313033,0.0827833209489485,0.247896567242028,0.194823529411765,0.816,0.868,408,0.816,0.671096,0.934,0.999526717557252,1.98778406942785,0,0.0620000000000001
"BD5",25,35.5,4.53046283208293,0.779272,2.08642355721584,5.5384363942988,2,1,0.648183922193169,0.181218513283317,0.256622390503277,0.383333333333333,0.426,0.556,213,0.426,0.220728,0.834,0.998745801526718,1.99731412247201,0,0.156
"BD6",32,41.4285714285714,4.70473107757161,0.787448,2.09399597471664,7.6212341912171,2,1,0.604199521673029,0.147022846174113,0.268776033736633,0.302451612903226,0.4,0.542,200,0.4,0.212552,0.466,0.998709160305344,2.05074528645063,0,0.53
"BD7",16,26.5,1.33977856139937,0.253608,0.693907336497911,3.1545409769796,1,1,0.250274168300501,0.0837361600874608,0.238562647342707,0.1472,0.862,0.908,431,0.862,0.746392,0.93,0.999612213740458,2.0392999130814,0,0.054
"BD8",18,23,1.61300729079295,0.38004,1.03692681780919,3.65403978254341,1,1,0.358752058442457,0.0896115161551641,0.255614766086982,0.228705882352941,0.784,0.826,392,0.784,0.61996,0.942,0.999425954198473,1.93439845985725,0,0.0539999999999999
"BD9",23,35,1.93166540464527,0.482312,1.29272499069677,4.97915920071674,1,1,0.412287474213595,0.0839854523758813,0.265538495047895,0.263909090909091,0.712,0.776,356,0.712,0.517688,0.904,0.999287022900763,2.04074252988409,0,0.0780000000000001
"BE1",47,93.2,6.00903759253918,0.833584,2.44341613488499,12.7125915328151,2,1,0.634629211046282,0.127851863671046,0.327247054856225,0.329391304347826,0.328,0.52,164,0.328,0.166416,0.06,0.998017557251909,2.05242886777773,0,0.852
"BE10",40,73,2.39147487038206,0.581848,1.54412655762461,10.2318604091337,1,1,0.418589595250274,0.0597868717595516,0.361449843770085,0.218461538461538,0.614,0.812,307,0.614,0.418152,0.284,0.99888320610687,2.05859996168471,0,0.082
"BE11",66,118.8,9.21149594694178,0.89144,2.97655115250859,20.3662684625684,4,1,0.710452611440939,0.139568120408209,0.371560412784481,0.386523076923077,0.278,0.368,139,0.278,0.10856,0.434,0.996624427480915,2.05257517425547,0,0.498
"BE12",37,79.75,2.73230015956633,0.634008,1.80575090568655,9.22460118343268,1,1,0.50008085184197,0.0738459502585494,0.307227321615974,0.304333333333333,0.59,0.692,295,0.59,0.365992,0.26,0.998745038167939,2.03571041886813,0,0.128
"BE2",70,142.5,11.5027146406552,0.913064,3.2003842546133,22.151546426412,5,0.998028571428571,0.753298302640801,0.164324494866503,0.402274778218746,0.446086956521739,0.234,0.358,117,0.234,0.086936,0.502,0.995868702290077,2.04885625745112,0,0.394
"BE3",60,103.875,9.30960005958144,0.892584,2.86389259691317,17.8029306647198,3,1,0.6994752281813,0.155160000993024,0.372119482002372,0.396610169491525,0.208,0.364,104,0.208,0.107416,0.698,0.996968702290077,2.05707601779137,0,0.216
"BE4",51,91.6,1.80419439112048,0.445736,1.4467616525078,14.2118268069773,1,1,0.36796180391788,0.0353763606102054,0.45939375053646,0.22932,0.742,0.774,371,0.742,0.554264,0.134,0.998505343511451,2.05555402981576,0,0.1
"BE5",45,95,2.14294286057157,0.533352,1.6390803146493,11.9852360367687,1,1,0.430581991194127,0.0476209524571459,0.37710170721292,0.279090909090909,0.678,0.724,339,0.678,0.466648,0.832,0.998599236641221,2.05423460598463,0,0.128
"BE6",45,75,5.81314235222992,0.827976,2.4490093532824,11.9852360367687,3,1,0.643348171755085,0.129180941160665,0.30698106446487,0.339318181818182,0.368,0.474,184,0.368,0.172024,0.688,0.998053435114504,2.03567339710528,0,0.208
"BE7",39,69,1.54986857114517,0.354784,1.144074641883,9.89236318240489,1,1,0.312284807078832,0.039740219772953,0.41371589952268,0.203210526315789,0.802,0.824,401,0.802,0.645216,0.1,0.998986259541984,2.05950286106782,0,0.072
"BE8",112,153.576923076923,35.0729517396184,0.971488,4.04726373626962,44.8507383085507,13,0.933714285714286,0.857743923791332,0.313151354818022,0.501685420496735,0.513801801801802,0.08,0.146,40,0.08,0.028512,0.15,0.991240458015266,2.05144044517217,0,0.736
"BE9",37,71.2,3.95256916996047,0.747,2.00729639152639,9.22460118343268,2,1,0.55589643411652,0.106826193782716,0.28573485327794,0.269388888888889,0.46,0.588,230,0.46,0.253,0.902,0.998702290076336,2.05388874951816,0,0.0639999999999999
"BF1",16,25.3333333333333,1.28005570802441,0.218784,0.595407166638808,3.1545409769796,1,1,0.214747741654889,0.0800034817515258,0.235776899019216,0.125866666666667,0.882,0.934,441,0.882,0.781216,0.926,0.999650381679389,2.04840305497902,0,0.074
"BF10",12,17,1.25623090529024,0.203968,0.517394319096988,2.21191499768339,1,1,0.208214791143615,0.104685908774187,0.187414889526335,0.12,0.89,0.946,445,0.89,0.796032,0.932,0.999706106870229,2.01656317023258,0,0.0619999999999999
"BF11",15,27,1.2783931109952,0.217768,0.563725383449994,2.91166705097707,1,1,0.208166518929579,0.0852262073996802,0.21274624937479,0.126428571428571,0.882,0.942,441,0.882,0.782232,0.914,0.999676335877863,2.03558817799911,0,0.082
"BF12",17,53,1.55264073135589,0.355936,0.918268791624387,3.40203082832597,1,1,0.324108593357722,0.0913318077268171,0.215255539807056,0.209125,0.798,0.862,399,0.798,0.644064,0.884,0.999538167938931,1.97654081705756,0,0.088
"BF2",18,34.5,1.23087224530791,0.187568,0.525909937959897,3.65403978254341,1,1,0.181952351465922,0.0683817914059953,0.250435738620892,0.105882352941176,0.9,0.944,450,0.9,0.812432,0.932,0.999653435114504,2.05139041811733,0,0.0639999999999999
"BF3",52,83.9090909090909,5.20009984191696,0.807696,2.30973378308789,14.5959186261464,2,1,0.584558672558201,0.100001920036865,0.354537408864681,0.298352941176471,0.338,0.574,169,0.338,0.192304,0.826,0.998045038167938,2.04351103912528,0,0.148
"BF4",18,22.2,1.34078451983825,0.254168,0.720013205602986,3.65403978254341,1,1,0.249107473333142,0.0744880288799026,0.265595123361932,0.146117647058824,0.862,0.904,431,0.862,0.745832,0.94,0.999573282442748,2.05139041811733,0,0.054
"BF5",11,21.5,1.2481028836169,0.198784,0.472787598537163,1.98876807901227,1,1,0.19716774285368,0.113463898510627,0.166909373725416,0.1188,0.892,0.964,446,0.892,0.801216,0.916,0.999725954198473,2.03089128854442,0,0.082
"BF6",12,26,1.17818935859371,0.15124,0.399631663355947,2.21191499768339,1,1,0.160823612182792,0.0981824465494761,0.186083130845928,0.0872727272727273,0.92,0.966,460,0.92,0.84876,0.938,0.999730534351145,2.03646221055579,0,0.0559999999999999
"BF7",18,27,1.28577012487399,0.222256,0.608433154424033,3.65403978254341,1,1,0.210503424952816,0.0714316736041108,0.249472497703249,0.127058823529412,0.88,0.93,440,0.88,0.777744,0.926,0.999632061068702,2.04467889403458,0,0.0679999999999999
"BF8",9,14,1.22757225490292,0.185384,0.438951891431276,1.55875685049599,1,1,0.199775615091396,0.136396917211436,0.149036496822153,0.1125,0.9,0.964,450,0.9,0.814616,0.926,0.999740458015267,1.96604732722214,0,0.072
"BF9",14,36.5,1.18863098237973,0.158696,0.430346404436715,2.67351858578147,1,1,0.163068228797991,0.0849022130271239,0.206537185480159,0.0904615384615385,0.916,0.96,458,0.916,0.841304,0.938,0.999710687022901,2.043858823973,0,0.0619999999999999
"BG1",49,72.1,4.17014178482068,0.7602,2.2492197180889,13.4547867383819,2,1,0.577935142375623,0.0851049343840956,0.355326216923087,0.31325,0.454,0.604,227,0.454,0.2398,0.18,0.998106870229008,2.04672447396738,0,0.342
"BG10",46,57.1428571428571,7.91891035793475,0.87372,2.82671549319675,12.3470586394951,5,1,0.738307718186633,0.172150225172495,0.346409241647623,0.454488888888889,0.32,0.386,160,0.32,0.12628,0.73,0.997193129770992,1.97748414100051,0,0.208
"BG11",9,10.5,1.19555445033189,0.163568,0.382784374304453,1.55875685049599,1,1,0.174212676415862,0.13283938337021,0.15563503238308,0.099,0.912,0.98,456,0.912,0.836432,0.922,0.999749618320611,2.01237139363802,0,0.074
"BG12",9,9.33333333333333,2.02235920335226,0.505528,0.875094418311365,1.55875685049599,1,1,0.3982726332746,0.224706578150251,0.153020185662544,0.1745,0.614,0.956,307,0.614,0.494472,0.632,0.999619083969466,2.01237139363802,0,0.026
"BG2",28,39.1428571428571,1.47853754893959,0.323656,0.949251774871628,6.40751711355849,1,1,0.284872003495883,0.0528049124621283,0.338594024461324,0.173925925925926,0.82,0.868,410,0.82,0.676344,0.854,0.999358015267175,2.0552865889685,0,0.138
"BG3",14,32,1.1688688155151,0.144472,0.405062230777298,2.67351858578147,1,1,0.153487469268563,0.0834906296796498,0.217321503597125,0.0818461538461539,0.924,0.964,462,0.924,0.855528,0.948,0.999712977099237,2.043858823973,0,0.0459999999999999
"BG4",89,140,20.3020951762222,0.950744,3.67328435018902,31.4946732840195,8,0.978651685393258,0.818351955386447,0.228113428946317,0.473414327982004,0.522113636363636,0.134,0.252,67,0.134,0.049256,0.496,0.993596183206105,2.05604330207,0,0.464
"BG5",25,63.25,1.25869760041889,0.205528,0.612085434338428,5.5384363942988,1,1,0.190155031644779,0.0503479040167558,0.326513470462059,0.108333333333333,0.89,0.936,445,0.89,0.794472,0.916,0.999541221374046,2.05650487159855,0,0.076
"BG6",30,32,14.1916439600363,0.929536,2.88876292768777,7.00661746431841,6,1,0.849337043260935,0.473054798667878,0.33860645649901,0.55448275862069,0.142,0.254,71,0.142,0.070464,0.646,0.997401526717558,1.85848194115438,0,0.292
"BG7",18,40,1.43769049399045,0.30444,0.735812799200795,3.65403978254341,1,1,0.254573757576561,0.0798716941105808,0.222437493116395,0.147764705882353,0.828,0.916,414,0.828,0.69556,0.844,0.999614503816794,2.04467889403458,0,0.0600000000000001
"BG8",16,30,1.4843137720569,0.326288,0.792660436696263,3.1545409769796,1,1,0.285891820282645,0.0927696107535564,0.216394893946572,0.160533333333333,0.814,0.912,407,0.814,0.673712,0.852,0.999609923664122,2.0392999130814,0,0.048
"BG9",65,117.928571428571,1.87425966743136,0.466456,1.59141141862628,19.9295428722381,1,1,0.381232338001563,0.0288347641143287,0.544226973142798,0.243125,0.728,0.776,364,0.728,0.533544,0.762,0.997858015267176,2.06075635645934,0,0.228
"BH1",99,119.666666666667,28.4478834774693,0.964848,3.92078085148497,37.0126351988322,12,0.986141414141414,0.853248876929758,0.287352358358275,0.509554540964885,0.543918367346939,0.098,0.194,49,0.098,0.035152,0.414,0.992138167938929,2.05465845013474,0,0.524
"BH10",23,23.25,5.69450138945834,0.824392,2.3092018341838,4.97915920071674,3,1,0.736471406151043,0.247587016932971,0.335012056364686,0.503272727272727,0.372,0.498,186,0.372,0.175608,0.394,0.998432061068702,1.84955623341481,0,0.552
"BH11",26,27,4.74653502942852,0.78932,2.30903191725089,5.82414534638328,2,1,0.708705801164836,0.182559039593404,0.376042636987679,0.50624,0.434,0.512,217,0.434,0.21068,0.292,0.998236641221374,1.93402086564563,0,0.666
"BH12",21,21,4.78707107843137,0.791104,2.17684891527278,4.43636598748698,2,1,0.715005049166443,0.227955765639589,0.389067448125301,0.4776,0.412,0.566,206,0.412,0.208896,0.314,0.998561832061069,1.74825122452311,0,0.672
"BH2",49,50.875,8.26828945627729,0.879056,3.01499645167963,13.4547867383819,5,1,0.774700839384422,0.168740601148516,0.469225367432986,0.552166666666667,0.322,0.376,161,0.322,0.120944,0.31,0.996330534351145,1.9834376634204,0,0.69
"BH3",31,46,4.54661186483832,0.780056,1.98866470150063,7.31199795604009,2,1,0.579112437839963,0.146664898865752,0.244522301067517,0.273866666666667,0.402,0.546,201,0.402,0.219944,0.888,0.998843511450382,2.04266832818841,0,0.104
"BH4",59,61.8125,23.7868696479543,0.95796,3.49843787953686,17.388945567756,9,1,0.857978112442748,0.403167282168717,0.422518566913567,0.536172413793103,0.092,0.166,46,0.092,0.04204,0.396,0.995251145038168,2.02544453456085,0,0.592
